# xp i yp j p u v ts tf
   0.00620   2    0.05997  11   1.018E+05 -1.311E-07  6.404E-02  3.228E+02  2.930E+02
   0.00620   2    0.06628  12   1.018E+05 -9.603E-08  6.401E-02  3.385E+02  2.930E+02
   0.00620   2    0.07259  13   1.018E+05 -6.673E-08  6.398E-02  3.601E+02  2.930E+02
   0.00620   2    0.07891  14   1.018E+05 -4.438E-08  6.393E-02  3.889E+02  2.931E+02
   0.00620   2    0.08522  15   1.018E+05 -3.024E-08  6.383E-02  4.258E+02  2.957E+02
   0.00620   2    0.09153  16   1.018E+05 -1.849E-08  6.397E-02  4.716E+02  3.499E+02
   0.00620   2    0.09784  17   1.018E+05 -8.340E-09  6.389E-02  4.258E+02  3.499E+02
   0.00620   2    0.10416  18   1.018E+05  7.383E-10  6.389E-02  3.889E+02  3.499E+02
   0.00620   2    0.11047  19   1.018E+05  9.216E-09  6.392E-02  3.601E+02  3.499E+02
   0.00620   2    0.11678  20   1.018E+05  1.900E-08  6.396E-02  3.385E+02  3.499E+02
   0.00620   2    0.12309  21   1.018E+05  2.787E-08  6.398E-02  3.228E+02  3.499E+02
   0.00620   2    0.12941  22   1.018E+05  3.263E-08  6.400E-02  3.119E+02  3.499E+02
   0.00620   2    0.13572  23   1.017E+05  4.224E-08  6.403E-02  3.046E+02  3.499E+02
   0.00620   2    0.14203  24   1.017E+05  6.950E-08  6.405E-02  2.999E+02  3.499E+02
   0.00620   2    0.14834  25   1.017E+05  1.076E-07  6.409E-02  2.969E+02  3.499E+02
   0.00620   2    0.15466  26   1.017E+05  1.486E-07  6.411E-02  2.952E+02  3.499E+02
   0.00620   2    0.16097  27   1.017E+05  2.013E-07  6.413E-02  2.942E+02  3.499E+02
   0.00620   2    0.16728  28   1.017E+05  1.780E-07  6.417E-02  2.936E+02  3.499E+02
   0.00620   2    0.17359  29   1.017E+05  1.573E-07  6.419E-02  2.933E+02  3.499E+02
   0.00620   2    0.17991  30   1.017E+05  1.492E-07  6.420E-02  2.931E+02  3.499E+02
   0.00620   2    0.18622  31   1.017E+05  1.618E-07  6.422E-02  2.931E+02  3.499E+02
   0.00620   2    0.19253  32   1.017E+05  1.709E-07  6.423E-02  2.930E+02  3.499E+02
   0.00620   2    0.19884  33   1.017E+05  1.957E-07  6.424E-02  2.930E+02  3.499E+02
   0.00620   2    0.20516  34   1.017E+05  2.242E-07  6.426E-02  2.930E+02  3.499E+02
   0.00620   2    0.21147  35   1.017E+05  2.612E-07  6.428E-02  2.930E+02  3.499E+02
   0.00620   2    0.21778  36   1.017E+05  3.052E-07  6.428E-02  2.930E+02  3.499E+02
   0.00620   2    0.22409  37   1.016E+05  3.764E-07  6.429E-02  2.930E+02  3.499E+02
   0.00620   2    0.23041  38   1.016E+05  4.305E-07  6.430E-02  2.930E+02  3.499E+02
   0.00620   2    0.23672  39   1.016E+05  6.534E-07  6.430E-02  2.930E+02  3.499E+02
   0.00620   2    0.24303  40   1.016E+05  9.053E-07  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.24934  41   1.016E+05  7.284E-07  6.432E-02  2.930E+02  3.499E+02
   0.00620   2    0.25566  42   1.016E+05  4.917E-07  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.26197  43   1.016E+05  4.478E-07  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.26828  44   1.016E+05 -4.560E-08  6.432E-02  2.930E+02  3.499E+02
   0.00620   2    0.27459  45   1.016E+05  1.703E-06  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.28091  46   1.016E+05  2.252E-05  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.28722  47   1.016E+05  1.792E-06  6.432E-02  2.930E+02  3.499E+02
   0.00620   2    0.29353  48   1.016E+05 -3.579E-08  6.433E-02  2.930E+02  3.499E+02
   0.00620   2    0.29984  49   1.016E+05  3.034E-07  6.432E-02  2.930E+02  3.499E+02
   0.00620   2    0.30616  50   1.016E+05  4.426E-07  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.31247  51   1.015E+05  4.365E-07  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.31878  52   1.015E+05  2.769E-07  6.432E-02  2.930E+02  3.499E+02
   0.00620   2    0.32509  53   1.015E+05  2.903E-07  6.432E-02  2.930E+02  3.499E+02
   0.00620   2    0.33141  54   1.015E+05  4.548E-07  6.431E-02  2.930E+02  3.499E+02
   0.00620   2    0.33772  55   1.015E+05  3.784E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.34403  56   1.015E+05  3.256E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.35034  57   1.015E+05 -1.753E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.35666  58   1.015E+05  1.583E-06  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.36297  59   1.015E+05  2.240E-05  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.36928  60   1.015E+05  1.630E-06  6.432E-02  2.930E+02  3.500E+02
   0.00620   2    0.37559  61   1.015E+05 -2.890E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.38191  62   1.015E+05  1.391E-07  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.38822  63   1.015E+05  1.263E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.39453  64   1.015E+05  1.531E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.40084  65   1.014E+05  1.425E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.40716  66   1.014E+05  1.585E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.41347  67   1.014E+05  1.580E-07  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.41978  68   1.014E+05  1.685E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.42609  69   1.014E+05  1.912E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.43241  70   1.014E+05  2.256E-07  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.43872  71   1.014E+05  2.840E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.44503  72   1.014E+05  3.235E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.45134  73   1.014E+05  3.055E-07  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.45766  74   1.014E+05  2.474E-07  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.46397  75   1.014E+05  1.902E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.47028  76   1.014E+05  1.417E-07  6.431E-02  2.930E+02  3.500E+02
   0.00620   2    0.47659  77   1.014E+05  1.062E-07  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.48291  78   1.014E+05  7.788E-08  6.430E-02  2.930E+02  3.500E+02
   0.00620   2    0.48922  79   1.013E+05  5.567E-08  6.437E-02  2.930E+02  3.500E+02
   0.00620   2    0.49553  80   1.013E+05  3.581E-08  6.458E-02  2.930E+02  3.500E+02
   0.00620   2    0.50184  81   1.013E+05  2.538E-08  6.497E-02  2.930E+02  3.500E+02
   0.00620   2    0.50500  82   1.013E+05  0.000E+00  6.497E-02  2.930E+02  3.500E+02
   0.01861   3    0.00000   1   1.019E+05  0.000E+00  6.500E-02  2.930E+02  2.930E+02
   0.01861   3    0.00316   2   1.019E+05 -1.723E-07  6.393E-02  2.931E+02  2.930E+02
   0.01861   3    0.00947   3   1.019E+05 -2.564E-07  6.430E-02  2.933E+02  2.930E+02
   0.01861   3    0.01578   4   1.019E+05 -3.377E-07  6.437E-02  2.936E+02  2.930E+02
   0.01861   3    0.02209   5   1.019E+05 -3.152E-07  6.434E-02  2.942E+02  2.930E+02
   0.01861   3    0.02841   6   1.019E+05 -1.334E-07  6.428E-02  2.952E+02  2.930E+02
   0.01861   3    0.03472   7   1.019E+05 -5.395E-07  6.421E-02  2.969E+02  2.930E+02
   0.01861   3    0.04103   8   1.019E+05 -7.981E-07  6.416E-02  2.999E+02  2.930E+02
   0.01861   3    0.04734   9   1.018E+05 -5.446E-07  6.411E-02  3.046E+02  2.930E+02
   0.01861   3    0.05366  10   1.018E+05 -3.071E-07  6.407E-02  3.119E+02  2.930E+02
   0.01861   3    0.05997  11   1.018E+05 -2.873E-08  6.404E-02  3.228E+02  2.930E+02
   0.01861   3    0.06628  12   1.018E+05 -1.537E-07  6.401E-02  3.385E+02  2.930E+02
   0.01861   3    0.07259  13   1.018E+05 -1.048E-07  6.398E-02  3.601E+02  2.930E+02
   0.01861   3    0.07891  14   1.018E+05 -8.716E-08  6.393E-02  3.889E+02  2.931E+02
   0.01861   3    0.08522  15   1.018E+05 -6.732E-08  6.383E-02  4.258E+02  2.957E+02
   0.01861   3    0.09153  16   1.018E+05 -4.383E-08  6.397E-02  4.716E+02  3.499E+02
   0.01861   3    0.09784  17   1.018E+05 -2.106E-08  6.389E-02  4.258E+02  3.499E+02
   0.01861   3    0.10416  18   1.018E+05  1.388E-09  6.389E-02  3.889E+02  3.499E+02
   0.01861   3    0.11047  19   1.018E+05  2.359E-08  6.392E-02  3.601E+02  3.499E+02
   0.01861   3    0.11678  20   1.018E+05  6.083E-08  6.396E-02  3.385E+02  3.499E+02
   0.01861   3    0.12309  21   1.018E+05  8.675E-08  6.398E-02  3.228E+02  3.499E+02
   0.01861   3    0.12941  22   1.018E+05  6.177E-08  6.400E-02  3.119E+02  3.499E+02
   0.01861   3    0.13572  23   1.017E+05  4.436E-08  6.403E-02  3.046E+02  3.499E+02
   0.01861   3    0.14203  24   1.017E+05  1.347E-07  6.405E-02  2.999E+02  3.499E+02
   0.01861   3    0.14834  25   1.017E+05  2.445E-07  6.409E-02  2.969E+02  3.499E+02
   0.01861   3    0.15466  26   1.017E+05  4.175E-07  6.411E-02  2.952E+02  3.499E+02
   0.01861   3    0.16097  27   1.017E+05  6.393E-07  6.413E-02  2.942E+02  3.499E+02
   0.01861   3    0.16728  28   1.017E+05  4.544E-07  6.417E-02  2.936E+02  3.499E+02
   0.01861   3    0.17359  29   1.017E+05  2.964E-07  6.419E-02  2.933E+02  3.499E+02
   0.01861   3    0.17991  30   1.017E+05  2.636E-07  6.420E-02  2.931E+02  3.499E+02
   0.01861   3    0.18622  31   1.017E+05  2.699E-07  6.422E-02  2.931E+02  3.499E+02
   0.01861   3    0.19253  32   1.017E+05  3.402E-07  6.423E-02  2.930E+02  3.499E+02
   0.01861   3    0.19884  33   1.017E+05  4.336E-07  6.424E-02  2.930E+02  3.499E+02
   0.01861   3    0.20516  34   1.017E+05  5.122E-07  6.426E-02  2.930E+02  3.499E+02
   0.01861   3    0.21147  35   1.017E+05  5.906E-07  6.428E-02  2.930E+02  3.499E+02
   0.01861   3    0.21778  36   1.017E+05  6.736E-07  6.428E-02  2.930E+02  3.499E+02
   0.01861   3    0.22409  37   1.016E+05  7.809E-07  6.429E-02  2.930E+02  3.499E+02
   0.01861   3    0.23041  38   1.016E+05  8.943E-07  6.430E-02  2.930E+02  3.499E+02
   0.01861   3    0.23672  39   1.016E+05  1.259E-06  6.430E-02  2.930E+02  3.499E+02
   0.01861   3    0.24303  40   1.016E+05  1.791E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.24934  41   1.016E+05  1.766E-06  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.25566  42   1.016E+05  1.287E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.26197  43   1.016E+05  1.104E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.26828  44   1.016E+05  4.605E-07  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.27459  45   1.016E+05  2.639E-06  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.28091  46   1.016E+05  6.475E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.28722  47   1.016E+05  2.808E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.29353  48   1.016E+05  1.055E-06  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.29984  49   1.016E+05  1.509E-06  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.30616  50   1.016E+05  1.431E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.31247  51   1.015E+05  1.029E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.31878  52   1.015E+05  1.000E-06  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.32509  53   1.015E+05  1.125E-06  6.432E-02  2.930E+02  3.499E+02
   0.01861   3    0.33141  54   1.015E+05  1.434E-06  6.431E-02  2.930E+02  3.499E+02
   0.01861   3    0.33772  55   1.015E+05  1.143E-06  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.34403  56   1.015E+05  9.213E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.35034  57   1.015E+05  4.157E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.35666  58   1.015E+05  2.529E-06  6.432E-02  2.930E+02  3.500E+02
   0.01861   3    0.36297  59   1.015E+05  6.272E-06  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.36928  60   1.015E+05  2.427E-06  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.37559  61   1.015E+05  1.703E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.38191  62   1.015E+05  5.079E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.38822  63   1.015E+05  4.193E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.39453  64   1.015E+05  4.557E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.40084  65   1.014E+05  2.699E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.40716  66   1.014E+05  4.314E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.41347  67   1.014E+05  3.864E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.41978  68   1.014E+05  3.837E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.42609  69   1.014E+05  4.095E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.43241  70   1.014E+05  4.415E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.43872  71   1.014E+05  6.588E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.44503  72   1.014E+05  6.819E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.45134  73   1.014E+05  6.630E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.45766  74   1.014E+05  4.289E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.46397  75   1.014E+05  3.525E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.47028  76   1.014E+05  2.730E-07  6.431E-02  2.930E+02  3.500E+02
   0.01861   3    0.47659  77   1.014E+05  2.160E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.48291  78   1.014E+05  1.655E-07  6.430E-02  2.930E+02  3.500E+02
   0.01861   3    0.48922  79   1.013E+05  1.224E-07  6.437E-02  2.930E+02  3.500E+02
   0.01861   3    0.49553  80   1.013E+05  8.098E-08  6.458E-02  2.930E+02  3.500E+02
   0.01861   3    0.50184  81   1.013E+05  5.867E-08  6.497E-02  2.930E+02  3.500E+02
   0.01861   3    0.50500  82   1.013E+05  0.000E+00  6.497E-02  2.930E+02  3.500E+02
   0.03102   4    0.00000   1   1.019E+05  0.000E+00  6.500E-02  2.930E+02  2.930E+02
   0.03102   4    0.00316   2   1.019E+05 -5.501E-07  6.393E-02  2.931E+02  2.930E+02
   0.03102   4    0.00947   3   1.019E+05 -4.207E-07  6.430E-02  2.933E+02  2.930E+02
   0.03102   4    0.01578   4   1.019E+05 -4.060E-07  6.437E-02  2.936E+02  2.930E+02
   0.03102   4    0.02209   5   1.019E+05 -3.707E-07  6.434E-02  2.942E+02  2.930E+02
   0.03102   4    0.02841   6   1.019E+05 -3.451E-07  6.428E-02  2.952E+02  2.930E+02
   0.03102   4    0.03472   7   1.019E+05 -2.388E-07  6.421E-02  2.969E+02  2.930E+02
   0.03102   4    0.04103   8   1.019E+05 -4.532E-07  6.416E-02  2.999E+02  2.930E+02
   0.03102   4    0.04734   9   1.018E+05 -5.739E-07  6.411E-02  3.046E+02  2.930E+02
   0.03102   4    0.05366  10   1.018E+05 -3.389E-07  6.407E-02  3.119E+02  2.930E+02
   0.03102   4    0.05997  11   1.018E+05 -1.023E-07  6.404E-02  3.228E+02  2.930E+02
   0.03102   4    0.06628  12   1.018E+05 -2.408E-07  6.401E-02  3.385E+02  2.930E+02
   0.03102   4    0.07259  13   1.018E+05 -2.205E-07  6.398E-02  3.601E+02  2.930E+02
   0.03102   4    0.07891  14   1.018E+05  1.482E-08  6.393E-02  3.889E+02  2.931E+02
   0.03102   4    0.08522  15   1.018E+05 -9.638E-08  6.383E-02  4.258E+02  2.957E+02
   0.03102   4    0.09153  16   1.018E+05 -5.095E-08  6.397E-02  4.716E+02  3.499E+02
   0.03102   4    0.09784  17   1.018E+05 -3.104E-08  6.389E-02  4.258E+02  3.499E+02
   0.03102   4    0.10416  18   1.018E+05 -7.529E-09  6.389E-02  3.889E+02  3.499E+02
   0.03102   4    0.11047  19   1.018E+05  1.465E-08  6.392E-02  3.601E+02  3.499E+02
   0.03102   4    0.11678  20   1.018E+05  6.613E-08  6.396E-02  3.385E+02  3.499E+02
   0.03102   4    0.12309  21   1.018E+05  8.806E-08  6.398E-02  3.228E+02  3.499E+02
   0.03102   4    0.12941  22   1.018E+05  6.823E-08  6.400E-02  3.119E+02  3.499E+02
   0.03102   4    0.13572  23   1.017E+05  6.018E-08  6.403E-02  3.046E+02  3.499E+02
   0.03102   4    0.14203  24   1.017E+05  1.226E-07  6.405E-02  2.999E+02  3.499E+02
   0.03102   4    0.14834  25   1.017E+05  2.194E-07  6.409E-02  2.969E+02  3.499E+02
   0.03102   4    0.15466  26   1.017E+05  5.202E-08  6.411E-02  2.952E+02  3.499E+02
   0.03102   4    0.16097  27   1.017E+05  2.642E-07  6.413E-02  2.942E+02  3.499E+02
   0.03102   4    0.16728  28   1.017E+05  2.734E-07  6.417E-02  2.936E+02  3.499E+02
   0.03102   4    0.17359  29   1.017E+05  2.834E-07  6.419E-02  2.933E+02  3.499E+02
   0.03102   4    0.17991  30   1.017E+05  1.277E-07  6.420E-02  2.931E+02  3.499E+02
   0.03102   4    0.18622  31   1.017E+05 -2.415E-08  6.422E-02  2.931E+02  3.499E+02
   0.03102   4    0.19253  32   1.017E+05  2.671E-07  6.423E-02  2.930E+02  3.499E+02
